id_transaccion,id_cliente,categoria_comercio,pais,hora_dia,importe_eur,antiguedad_cuenta_dias,transacciones_ult_24h,contracargos_prev_180d,cambio_dispositivo,puntuacion_riesgo_ip,es_fraude
tx_000062,cust_00596,bienes_digitales,ES,2,25.94,1228,2,0,0,2.9,0
tx_000850,cust_00485,electronica,ES,20,30.42,2206,0,0,0,6.5,0
tx_002130,cust_00257,moda,DE,9,52.17,2089,1,0,0,11.6,0
tx_002893,cust_00292,supermercado,ES,22,50.49,2543,2,0,0,15.5,0
tx_001044,cust_00298,videojuegos,PT,6,5.0,2290,0,0,0,30.5,0
tx_002497,cust_00641,electronica,IT,0,17.4,2950,3,0,0,16.5,0
tx_002261,cust_00019,marketplace,ES,5,34.83,3305,1,0,1,22.0,0
tx_002122,cust_00762,videojuegos,ES,7,25.82,3225,2,0,0,22.2,0
tx_001071,cust_00540,electronica,ES,16,18.11,3043,2,0,0,16.5,0
tx_000054,cust_00373,viajes,FR,18,72.63,14,1,0,0,15.7,0
tx_000259,cust_00140,suscripciones,ES,9,49.57,766,0,0,0,14.6,0
tx_000506,cust_00363,suscripciones,ES,21,25.89,44,1,0,1,23.0,0
tx_000753,cust_00069,viajes,ES,0,25.45,2029,0,0,1,33.2,1
tx_001979,cust_00046,suscripciones,ES,2,53.15,2037,3,0,0,10.9,0
tx_002948,cust_00398,supermercado,ES,1,3.0,57,3,3,1,21.4,0
tx_002411,cust_00424,supermercado,IT,3,16.97,380,0,0,0,23.9,0
tx_001518,cust_00039,electronica,GB,18,85.5,280,3,0,0,13.8,0
tx_002998,cust_00278,supermercado,ES,23,31.3,2411,1,2,0,0.0,0
tx_002274,cust_00369,restaurantes,NG,6,5.62,76,1,0,0,60.4,0
tx_001390,cust_00727,moda,ES,21,30.89,20,1,0,0,3.0,0
tx_001267,cust_00044,supermercado,ES,4,19.38,2653,3,0,0,11.8,0
tx_002467,cust_00241,supermercado,ES,17,9.47,2601,1,0,0,0.7,0
tx_001712,cust_00376,bienes_digitales,IT,19,3.38,78,0,1,0,22.3,0
tx_000772,cust_00789,bienes_digitales,NL,8,21.77,1878,3,0,1,13.4,0
tx_002803,cust_00791,marketplace,NL,10,40.55,3429,0,0,0,4.6,0
tx_001808,cust_00385,electronica,NL,20,7.87,1830,0,0,1,30.9,0
tx_002686,cust_00385,restaurantes,ES,3,12.8,67,1,0,0,20.2,0
tx_001086,cust_00671,supermercado,BR,20,10.17,1614,2,0,0,27.7,0
tx_002258,cust_00522,videojuegos,US,9,51.18,452,6,0,0,6.3,0
tx_001533,cust_00746,videojuegos,ES,14,3.0,3554,2,0,0,14.1,0
tx_001326,cust_00150,lujo,ES,5,83.96,964,2,0,1,28.7,0
tx_002120,cust_00561,marketplace,ES,20,112.76,3546,1,0,0,11.6,0
tx_001813,cust_00539,supermercado,BR,7,28.33,19,0,0,0,26.9,0
tx_001715,cust_00515,moda,ES,19,7.76,896,1,1,0,12.4,0
tx_002035,cust_00788,bienes_digitales,ES,5,11.54,2021,2,1,0,21.1,0
tx_002424,cust_00661,suscripciones,ES,3,39.03,1523,4,0,0,14.4,0
tx_002435,cust_00360,supermercado,FR,14,39.02,1892,3,0,0,1.9,0
tx_001682,cust_00010,videojuegos,ES,3,50.42,2171,2,0,0,3.0,0
tx_002228,cust_00746,videojuegos,ES,1,11.31,3141,0,0,0,0.0,0
tx_001164,cust_00425,videojuegos,ES,14,14.75,232,1,0,0,13.3,0
tx_000964,cust_00174,supermercado,IT,21,32.21,1306,1,0,1,19.3,0
tx_002903,cust_00690,electronica,ES,0,150.58,2514,0,0,0,4.5,0
tx_001663,cust_00149,moda,ES,2,23.99,70,1,0,0,14.8,0
tx_000399,cust_00225,electronica,US,5,34.04,51,3,0,0,15.1,0
tx_000585,cust_00323,bienes_digitales,BR,20,8.87,2927,0,0,0,52.2,0
tx_000949,cust_00758,supermercado,ES,5,3.0,3341,0,0,0,21.3,0
tx_000705,cust_00104,viajes,ES,4,46.79,25,4,0,1,22.1,1
tx_000432,cust_00591,bienes_digitales,FR,1,69.49,2715,12,0,0,23.7,0
tx_000293,cust_00763,moda,ES,11,42.97,1689,0,0,0,0.0,0
tx_000146,cust_00682,supermercado,NG,1,4.63,2423,2,0,0,45.4,0
tx_000324,cust_00732,supermercado,DE,23,39.32,3160,1,0,0,4.7,0
tx_002109,cust_00225,moda,ES,5,12.97,2952,1,0,0,7.0,0
tx_001166,cust_00084,restaurantes,DE,1,28.58,820,1,0,0,26.7,0
tx_001453,cust_00041,moda,ES,19,25.24,8,9,2,0,13.2,0
tx_000003,cust_00524,viajes,PT,13,26.52,74,12,0,0,1.1,0
tx_000577,cust_00740,marketplace,ES,16,23.69,58,0,0,0,26.8,0
tx_002658,cust_00217,electronica,BR,4,41.94,1354,9,0,0,28.5,0
tx_000340,cust_00762,lujo,ES,12,43.05,1107,2,0,0,3.9,0
tx_002540,cust_00395,restaurantes,US,1,64.2,815,2,0,0,9.3,0
tx_002936,cust_00183,supermercado,ES,7,69.84,729,2,0,0,16.6,0
tx_000926,cust_00756,lujo,FR,16,53.7,999,2,0,0,15.3,0
tx_000266,cust_00465,electronica,ES,21,13.95,1532,2,0,0,9.6,0
tx_000377,cust_00589,videojuegos,ES,15,13.02,1403,4,0,0,15.8,0
tx_002023,cust_00526,moda,ES,6,16.02,286,2,0,1,8.6,0
tx_001464,cust_00041,supermercado,ES,5,7.06,1375,2,0,0,7.7,0
tx_000272,cust_00019,restaurantes,ES,0,19.28,2538,1,0,0,15.4,0
tx_000697,cust_00577,electronica,ES,10,36.63,24,2,0,1,29.2,0
tx_002974,cust_00785,electronica,ES,6,32.45,69,5,0,0,0.0,0
tx_000245,cust_00503,lujo,ES,10,155.06,2875,1,0,0,27.8,0
tx_002814,cust_00771,restaurantes,PT,9,20.81,2854,2,0,0,10.4,0
tx_000477,cust_00677,supermercado,ES,6,48.98,403,0,0,1,19.0,0
tx_002786,cust_00094,moda,US,18,74.44,2103,1,0,0,26.5,0
tx_002844,cust_00386,moda,ES,17,19.52,14,1,0,1,10.6,0
tx_002299,cust_00178,supermercado,PT,0,23.69,2642,3,0,0,7.6,0
tx_002449,cust_00622,suscripciones,DE,16,90.62,2721,9,0,0,17.7,0
tx_002784,cust_00670,moda,ES,16,11.12,3407,0,0,0,13.9,0
tx_002954,cust_00349,bienes_digitales,PT,0,51.63,1767,1,0,0,30.6,0
tx_002983,cust_00641,restaurantes,PT,21,23.58,2541,0,1,0,12.4,0
tx_002160,cust_00267,electronica,ES,3,26.62,2605,9,0,0,20.8,0
tx_000251,cust_00144,bienes_digitales,ES,8,46.26,1726,0,0,0,13.1,0
tx_000414,cust_00106,supermercado,BR,4,22.86,2284,1,0,0,44.8,0
tx_000546,cust_00043,electronica,NG,2,47.73,3363,2,0,0,57.2,0
tx_001194,cust_00562,marketplace,NL,1,29.74,662,2,0,0,19.8,0
tx_000739,cust_00590,viajes,ES,16,83.75,142,1,2,0,27.8,1
tx_000311,cust_00533,moda,ES,4,49.27,180,6,0,0,24.4,0
tx_001980,cust_00635,supermercado,ES,17,21.21,1222,2,0,0,9.9,1
tx_000894,cust_00784,electronica,ES,22,48.94,1981,1,0,0,9.3,0
tx_001132,cust_00536,supermercado,ES,3,121.59,2032,1,0,0,7.8,0
tx_001450,cust_00083,suscripciones,FR,6,31.97,2211,1,0,0,11.0,0
tx_002908,cust_00759,viajes,PT,23,63.78,722,0,0,0,38.6,0
tx_000016,cust_00629,videojuegos,ES,20,15.16,51,1,0,0,0.7,0
tx_001951,cust_00732,bienes_digitales,ES,9,9.68,3391,0,0,0,7.1,0
tx_000722,cust_00745,supermercado,PT,14,86.53,1020,0,0,0,10.9,0
tx_001421,cust_00759,marketplace,ES,17,38.91,2110,0,0,0,3.5,0
tx_002634,cust_00450,supermercado,ES,20,8.89,1264,0,0,0,14.1,0
tx_000982,cust_00561,moda,ES,13,42.33,1448,1,0,0,15.7,0
tx_001875,cust_00327,supermercado,ES,9,10.35,29,2,0,0,0.0,0
tx_001540,cust_00496,bienes_digitales,ES,8,16.67,311,1,0,0,19.1,0
tx_002531,cust_00732,supermercado,ES,17,29.17,56,7,0,0,23.3,0
tx_001551,cust_00225,suscripciones,ES,15,29.35,685,0,0,0,0.0,0
tx_002423,cust_00083,viajes,ES,11,63.19,54,0,0,0,7.2,0
tx_000364,cust_00714,supermercado,IT,16,10.53,365,2,0,0,14.2,0
tx_002769,cust_00383,restaurantes,US,3,36.82,1533,0,0,0,18.1,0
tx_000183,cust_00398,lujo,IT,14,50.13,127,1,0,0,11.9,0
tx_000986,cust_00522,viajes,US,2,74.14,3229,2,0,0,18.3,0
tx_001991,cust_00425,supermercado,ES,15,28.22,9,8,0,0,15.4,0
tx_001195,cust_00421,suscripciones,IT,20,6.41,2960,0,0,0,20.2,0
tx_001770,cust_00158,moda,ES,4,42.98,30,1,0,0,12.4,0
tx_001676,cust_00786,electronica,NG,2,16.85,1719,0,0,0,49.0,0
tx_001122,cust_00068,marketplace,ES,15,77.38,2464,1,0,0,5.8,0
tx_000188,cust_00305,supermercado,ES,19,12.11,813,2,0,0,33.9,0
tx_000620,cust_00112,videojuegos,ES,0,20.84,2345,1,0,0,20.3,0
tx_001613,cust_00536,lujo,ES,10,8.12,1833,0,0,1,18.4,0
tx_001176,cust_00271,supermercado,US,4,62.89,1927,1,0,0,19.1,0
tx_001183,cust_00552,moda,ES,17,9.49,1666,4,0,0,4.0,0
tx_002385,cust_00147,marketplace,BR,4,24.14,2256,0,1,0,21.6,0
tx_002716,cust_00371,moda,ES,22,17.12,78,1,0,0,0.0,0
tx_000615,cust_00549,electronica,ES,16,4.32,2053,2,0,1,22.0,0
tx_001514,cust_00265,bienes_digitales,FR,18,19.01,68,0,0,0,10.8,0
tx_001467,cust_00508,viajes,IT,7,64.34,1432,1,0,0,13.2,0
tx_000402,cust_00622,electronica,ES,3,24.75,594,1,0,1,17.6,0
tx_000995,cust_00424,suscripciones,NL,11,25.71,2230,0,1,0,13.6,0
tx_000935,cust_00354,bienes_digitales,IT,13,52.92,3030,1,0,0,26.5,0
tx_000372,cust_00529,supermercado,ES,20,4.05,88,1,0,0,21.7,0
tx_001923,cust_00660,bienes_digitales,FR,11,48.04,2838,0,0,0,19.8,0
tx_002307,cust_00261,bienes_digitales,ES,9,26.63,558,1,0,0,4.8,0
tx_000594,cust_00783,moda,ES,5,139.92,370,0,0,1,14.3,0
tx_001911,cust_00060,bienes_digitales,ES,12,14.59,2261,4,0,0,26.1,0
tx_000727,cust_00577,bienes_digitales,ES,21,9.15,2063,1,0,0,7.2,0
tx_000827,cust_00544,moda,PT,10,48.24,2231,3,0,0,12.0,0
tx_001675,cust_00574,bienes_digitales,ES,8,50.9,1518,1,0,0,2.3,0
tx_000688,cust_00475,supermercado,ES,14,27.45,731,9,0,0,11.4,0
tx_002216,cust_00312,restaurantes,GB,17,4.9,3457,1,1,0,10.6,0
tx_000137,cust_00482,supermercado,ES,3,42.87,2606,1,0,0,10.3,0
tx_002765,cust_00164,bienes_digitales,PT,19,9.94,21,2,0,0,23.3,0
tx_000629,cust_00404,electronica,US,19,17.97,83,0,0,0,14.4,0
tx_000335,cust_00368,moda,ES,11,10.29,1573,0,0,0,7.7,0
tx_000391,cust_00597,moda,ES,7,27.6,799,2,0,0,14.6,0
tx_002310,cust_00427,restaurantes,IT,8,11.51,1283,2,0,0,18.2,0
tx_001110,cust_00036,viajes,DE,22,76.33,44,7,0,0,7.6,0
tx_001738,cust_00080,videojuegos,FR,8,15.14,607,3,0,0,9.1,0
tx_002699,cust_00103,moda,DE,4,10.87,47,3,0,0,21.1,0
tx_000711,cust_00543,marketplace,ES,19,33.88,619,1,0,0,9.5,0
tx_001040,cust_00661,supermercado,ES,15,13.45,502,2,0,0,2.8,0
tx_002715,cust_00405,supermercado,GB,0,33.69,1150,12,0,1,22.2,0
tx_001851,cust_00066,electronica,IT,7,200.06,565,0,0,0,14.1,0
tx_002596,cust_00133,viajes,ES,14,74.79,1548,3,0,0,19.3,0
tx_001562,cust_00204,supermercado,ES,11,121.96,661,0,0,0,2.9,0
tx_002758,cust_00507,supermercado,US,4,27.45,1904,1,0,0,25.8,0
tx_001595,cust_00561,supermercado,NG,1,12.65,579,3,1,1,68.5,1
tx_002751,cust_00196,viajes,ES,19,60.57,3251,2,0,0,15.3,0
tx_001113,cust_00154,supermercado,ES,0,16.1,2576,1,1,0,7.5,0
tx_000466,cust_00773,electronica,ES,8,53.09,79,3,0,0,21.4,0
tx_001561,cust_00233,supermercado,FR,12,22.8,16,2,0,0,12.5,0
tx_001224,cust_00523,supermercado,US,6,16.63,2536,1,0,0,20.2,0
tx_001954,cust_00372,electronica,ES,19,33.94,2589,9,2,0,6.0,1
tx_002967,cust_00193,moda,ES,22,8.45,3082,1,2,1,36.4,0
tx_002349,cust_00161,moda,ES,8,40.95,35,1,0,1,26.0,1
tx_001509,cust_00690,electronica,IT,1,119.1,3275,1,0,0,13.7,0
tx_001105,cust_00245,electronica,ES,22,13.89,80,1,0,0,0.7,0
tx_001989,cust_00169,moda,ES,21,6.5,1411,0,0,0,0.0,0
tx_000339,cust_00162,restaurantes,ES,15,8.86,41,0,0,0,5.0,0
tx_000216,cust_00218,restaurantes,ES,1,18.22,1639,1,0,1,14.7,0
tx_001616,cust_00139,bienes_digitales,IT,16,36.56,207,3,1,0,14.5,0
tx_001917,cust_00226,bienes_digitales,ES,13,58.31,246,1,0,1,17.7,0
tx_002515,cust_00083,supermercado,ES,11,11.18,905,1,0,0,1.8,0
tx_002805,cust_00138,electronica,ES,4,13.47,2333,3,0,1,14.4,0
tx_001593,cust_00307,restaurantes,PT,20,48.88,2933,2,0,0,16.0,0
tx_002241,cust_00179,moda,PT,2,5.71,67,1,1,0,7.0,0
tx_001685,cust_00287,electronica,ES,8,22.96,3317,12,0,0,13.2,0
tx_002523,cust_00168,videojuegos,ES,0,42.38,405,0,0,0,7.1,0
tx_000817,cust_00035,moda,ES,0,89.41,1410,9,0,1,23.5,0
tx_001068,cust_00513,electronica,ES,7,55.4,1802,3,0,1,13.5,0
tx_002004,cust_00367,bienes_digitales,NL,18,58.47,2596,1,0,0,12.4,0
tx_000275,cust_00335,bienes_digitales,ES,18,76.2,87,2,0,0,16.1,0
tx_002245,cust_00568,electronica,ES,3,28.98,1194,1,0,0,20.8,0
tx_000866,cust_00558,bienes_digitales,BR,1,96.64,2138,1,0,0,34.1,0
tx_000102,cust_00160,moda,US,21,23.27,326,1,0,0,10.3,0
tx_001502,cust_00209,supermercado,ES,9,53.33,3491,1,0,0,15.8,0
tx_002150,cust_00683,restaurantes,ES,22,16.98,618,4,0,1,0.0,0
tx_000172,cust_00072,bienes_digitales,ES,9,88.62,340,1,0,0,4.6,0
tx_000108,cust_00532,videojuegos,ES,5,8.41,2871,5,0,0,8.5,0
tx_001863,cust_00678,supermercado,ES,5,11.41,88,0,2,0,12.2,0
tx_001522,cust_00569,lujo,US,8,47.76,3221,0,0,0,20.0,0
tx_002988,cust_00625,moda,ES,8,64.25,3,0,0,0,14.6,0
tx_002203,cust_00032,supermercado,NG,18,9.88,2785,2,0,0,54.8,0
tx_002055,cust_00571,videojuegos,ES,5,17.84,646,8,0,0,4.8,0
tx_001765,cust_00461,viajes,ES,6,50.3,3489,1,0,0,13.3,0
tx_002034,cust_00542,moda,ES,22,68.5,2318,0,0,1,27.1,0
tx_001963,cust_00114,electronica,DE,19,28.51,30,1,1,1,11.5,1
tx_002251,cust_00405,electronica,ES,19,11.3,845,2,0,0,2.1,0
tx_002341,cust_00339,bienes_digitales,DE,2,87.06,1470,2,0,0,15.1,0
tx_002576,cust_00264,supermercado,ES,15,6.58,3254,1,0,0,14.2,0
tx_001925,cust_00289,moda,ES,13,32.98,2033,1,0,0,2.3,0
tx_000296,cust_00417,videojuegos,ES,9,65.42,1648,2,0,0,13.4,0
tx_000713,cust_00582,suscripciones,BR,7,9.72,2847,5,0,0,30.7,0
tx_000073,cust_00370,supermercado,ES,14,3.5,2020,1,0,0,14.6,0
tx_001953,cust_00058,electronica,ES,12,12.9,1881,1,2,0,5.5,0
tx_002270,cust_00781,bienes_digitales,ES,2,41.37,9,2,0,0,14.9,0
tx_002562,cust_00287,bienes_digitales,ES,14,80.51,2450,1,0,0,17.4,0
tx_002886,cust_00123,suscripciones,IT,1,11.78,3611,1,0,0,18.4,0
tx_000482,cust_00663,viajes,ES,12,67.23,1078,0,0,1,24.9,0
tx_002219,cust_00229,suscripciones,FR,20,124.12,1037,0,0,0,26.2,0
tx_001531,cust_00072,restaurantes,ES,13,8.8,89,2,0,0,14.5,0
tx_002116,cust_00162,bienes_digitales,ES,17,58.82,1417,2,0,0,15.0,0
tx_001515,cust_00198,videojuegos,ES,14,24.03,197,1,0,1,20.0,0
tx_002961,cust_00737,supermercado,ES,18,19.04,54,3,0,0,19.4,0
tx_001491,cust_00220,restaurantes,ES,8,19.46,140,1,0,0,29.0,0
tx_001172,cust_00505,supermercado,NL,19,13.3,3117,2,0,0,16.9,0
tx_002453,cust_00076,suscripciones,ES,20,28.02,3074,0,0,0,21.4,0
tx_002430,cust_00217,suscripciones,NG,0,17.92,2570,1,1,1,68.5,0
tx_002074,cust_00274,supermercado,PT,2,13.34,3272,2,0,0,14.4,0
tx_002217,cust_00361,lujo,IT,15,50.89,1782,1,0,0,26.9,0
tx_002272,cust_00255,marketplace,PT,11,14.2,768,0,0,0,12.8,0
tx_000406,cust_00401,supermercado,PT,13,21.04,14,0,0,0,0.3,0
tx_000758,cust_00307,restaurantes,ES,23,25.28,1225,2,0,0,14.8,0
tx_001957,cust_00423,suscripciones,ES,1,4.4,237,0,0,0,0.7,0
tx_002185,cust_00507,moda,ES,9,74.69,58,1,0,0,24.4,0
tx_001952,cust_00486,supermercado,ES,5,38.91,405,1,0,0,11.8,0
tx_000098,cust_00546,moda,ES,2,63.35,3621,1,0,0,0.0,0
tx_001334,cust_00646,restaurantes,FR,16,29.13,3525,1,0,0,16.3,0
tx_002390,cust_00698,videojuegos,FR,19,26.71,2,0,0,0,18.2,0
tx_000744,cust_00217,videojuegos,ES,1,27.56,308,2,0,0,10.2,0
tx_000807,cust_00436,supermercado,NG,9,15.36,2379,2,0,1,64.4,1
tx_002770,cust_00767,restaurantes,ES,11,26.99,2786,2,0,0,2.4,0
tx_001897,cust_00459,electronica,GB,7,33.45,69,0,0,1,5.4,0
tx_002500,cust_00743,moda,IT,13,10.86,3396,1,0,0,26.5,0
tx_001536,cust_00025,bienes_digitales,NL,4,26.76,2380,2,0,0,2.2,0
tx_002051,cust_00138,restaurantes,NL,1,19.59,2,1,2,0,18.9,0
tx_002011,cust_00397,marketplace,IT,8,21.7,78,1,0,0,30.3,0
tx_000149,cust_00657,suscripciones,ES,0,38.29,710,3,0,0,16.5,0
tx_002555,cust_00785,restaurantes,ES,3,33.48,469,9,0,0,17.8,1
tx_002054,cust_00758,supermercado,ES,19,16.46,3378,0,0,0,14.4,0
tx_001903,cust_00576,supermercado,ES,14,58.58,2107,5,0,0,0.0,0
tx_001316,cust_00239,supermercado,GB,5,26.64,176,0,0,1,29.3,0
tx_000693,cust_00745,lujo,ES,2,53.15,2,1,0,0,0.0,0
tx_000819,cust_00532,supermercado,ES,3,5.9,3267,4,0,1,21.2,0
tx_001729,cust_00356,bienes_digitales,ES,9,26.29,2584,0,0,0,27.6,0
tx_001387,cust_00448,electronica,ES,15,36.15,2461,0,0,0,0.0,0
tx_002282,cust_00283,restaurantes,ES,6,101.89,29,0,0,1,20.8,0
tx_002734,cust_00172,restaurantes,ES,2,73.65,2891,1,0,0,14.1,0
tx_001600,cust_00566,moda,ES,8,7.98,1473,0,0,0,3.1,0
tx_002611,cust_00776,viajes,BR,4,84.98,1603,2,1,0,30.3,0
tx_002458,cust_00748,suscripciones,PT,3,43.28,231,0,1,0,12.3,0
tx_000702,cust_00493,suscripciones,ES,13,30.28,58,3,1,0,9.4,0
tx_001879,cust_00581,supermercado,ES,4,26.84,1385,1,0,0,19.2,0
tx_002657,cust_00047,suscripciones,NL,12,17.1,1699,0,0,1,29.6,0
tx_000922,cust_00458,moda,ES,3,14.75,18,2,0,0,5.4,0
tx_001425,cust_00205,electronica,PT,18,44.82,27,2,0,0,22.0,0
tx_001709,cust_00195,moda,ES,12,3.13,1725,1,0,1,4.3,0
tx_000906,cust_00567,videojuegos,DE,21,3.55,2923,0,0,0,0.0,0
tx_000455,cust_00477,suscripciones,ES,8,18.95,52,1,0,0,32.3,0
tx_002186,cust_00232,electronica,ES,20,5.58,548,0,0,0,18.5,0
tx_002305,cust_00732,electronica,US,20,6.35,1067,0,0,0,34.9,0
tx_001772,cust_00302,supermercado,ES,9,7.73,22,1,0,0,10.1,0
tx_000168,cust_00134,moda,ES,18,23.51,60,2,0,0,5.7,0
tx_000731,cust_00583,viajes,GB,17,214.89,32,0,0,1,22.5,0
tx_002189,cust_00369,bienes_digitales,PT,5,23.6,82,2,0,0,14.0,0
tx_001311,cust_00419,electronica,ES,7,14.4,1601,1,0,1,34.7,0
tx_000027,cust_00322,viajes,DE,16,15.04,230,2,0,0,23.0,1
tx_002060,cust_00323,supermercado,ES,6,8.82,2374,3,0,0,13.4,0
tx_001653,cust_00042,viajes,ES,20,41.36,3093,1,0,0,19.1,0
tx_001623,cust_00739,viajes,DE,7,110.21,11,0,0,0,5.1,0
tx_000588,cust_00080,viajes,ES,9,59.76,301,0,0,0,19.2,0
tx_002017,cust_00331,supermercado,IT,5,59.98,1022,6,1,0,19.9,0
tx_000998,cust_00289,moda,ES,5,13.14,3565,1,0,0,17.4,0
tx_001177,cust_00253,supermercado,ES,13,19.83,3254,0,0,0,0.0,0
tx_001701,cust_00213,restaurantes,ES,16,27.47,2742,3,2,0,0.0,0
tx_001041,cust_00565,supermercado,BR,15,50.66,3107,3,0,0,43.0,0
tx_000034,cust_00444,bienes_digitales,ES,20,42.27,2375,8,0,0,16.9,0
tx_001810,cust_00767,electronica,DE,22,30.31,2187,4,0,0,14.3,0
tx_002627,cust_00783,supermercado,ES,0,23.41,1959,1,0,0,13.8,0
tx_001380,cust_00433,electronica,ES,19,27.29,556,1,0,1,33.1,0
tx_000042,cust_00606,videojuegos,ES,1,5.02,1107,1,0,1,16.5,0
tx_001792,cust_00704,lujo,US,12,325.37,3011,0,0,1,18.8,0
tx_002190,cust_00469,viajes,ES,1,40.84,3170,2,0,0,5.2,0
tx_002607,cust_00426,lujo,FR,23,53.12,3370,0,0,0,18.6,0
tx_001973,cust_00545,supermercado,NG,12,15.77,2253,0,0,0,57.0,0
tx_002290,cust_00333,bienes_digitales,NL,7,24.68,1893,6,0,0,21.4,0
tx_001926,cust_00106,supermercado,ES,15,8.01,50,1,0,0,17.4,0
tx_000610,cust_00686,moda,GB,5,31.84,49,2,1,0,14.4,0
tx_001133,cust_00635,suscripciones,ES,0,5.55,1629,1,0,1,21.7,0
tx_000029,cust_00436,moda,ES,11,9.13,3,0,0,0,17.0,0
tx_000442,cust_00241,supermercado,ES,4,4.17,3568,1,0,0,0.7,0
tx_002356,cust_00294,moda,ES,16,3.86,2673,1,0,0,28.1,0
tx_002799,cust_00566,supermercado,US,20,8.9,2560,2,0,1,22.0,0
tx_000494,cust_00482,electronica,ES,12,66.59,76,2,0,0,12.1,0
tx_001259,cust_00432,bienes_digitales,ES,23,76.53,1628,0,0,0,22.2,0
tx_001302,cust_00321,supermercado,PT,12,36.93,3101,2,0,1,18.8,0
tx_002366,cust_00069,viajes,ES,18,37.07,777,0,0,0,9.2,0
tx_001383,cust_00278,supermercado,IT,23,37.35,185,0,0,0,11.6,0
tx_001305,cust_00488,moda,ES,16,26.68,1099,1,0,0,3.6,0
tx_000237,cust_00530,suscripciones,DE,4,39.09,3633,0,0,1,20.4,0
tx_000552,cust_00315,electronica,ES,10,17.87,165,1,0,1,5.3,0
tx_000521,cust_00286,bienes_digitales,US,20,43.0,1474,1,0,0,32.1,0
tx_002447,cust_00619,moda,DE,7,55.4,3022,2,0,1,13.0,0
tx_001233,cust_00776,supermercado,DE,5,22.65,513,2,0,1,14.5,0
tx_001139,cust_00595,restaurantes,ES,6,6.2,39,1,0,0,8.1,0
tx_000721,cust_00112,viajes,ES,18,143.01,2698,1,0,1,14.3,0
tx_000736,cust_00537,suscripciones,FR,4,60.7,2980,0,0,0,9.4,0
tx_002654,cust_00299,supermercado,PT,17,47.23,861,0,0,0,22.4,0
tx_001751,cust_00745,marketplace,GB,13,23.81,18,5,0,0,21.0,0
tx_000059,cust_00594,bienes_digitales,ES,21,23.59,2301,2,1,0,9.3,0
tx_000632,cust_00262,restaurantes,ES,7,24.08,3435,0,0,0,17.3,0
tx_001182,cust_00742,restaurantes,ES,8,73.33,2644,0,0,0,17.0,0
tx_002204,cust_00269,bienes_digitales,ES,1,16.36,2814,0,0,0,17.3,0
tx_000593,cust_00192,supermercado,ES,1,24.0,2793,1,0,0,19.1,0
tx_001304,cust_00716,supermercado,PT,12,46.81,2923,5,0,1,28.4,0
tx_001388,cust_00260,suscripciones,ES,22,16.63,44,9,0,0,29.2,0
tx_002616,cust_00535,videojuegos,US,18,9.87,449,1,0,0,12.2,0
tx_002631,cust_00748,lujo,ES,8,36.15,291,12,0,0,13.2,0
tx_001846,cust_00493,bienes_digitales,FR,15,38.6,2171,2,2,1,22.1,0
tx_000940,cust_00407,restaurantes,ES,1,125.18,825,1,0,0,2.9,0
tx_002789,cust_00004,marketplace,PT,4,4.1,2463,1,0,1,14.6,0
tx_001250,cust_00782,electronica,BR,22,36.09,2864,3,0,0,28.8,0
tx_000905,cust_00367,restaurantes,PT,6,21.18,2214,6,0,0,14.9,0
tx_002544,cust_00305,suscripciones,ES,23,23.97,3109,0,0,0,0.0,0
tx_001280,cust_00692,moda,ES,7,17.04,1078,2,0,0,6.3,0
tx_002403,cust_00596,bienes_digitales,DE,5,27.28,3272,7,0,1,20.5,0
tx_002960,cust_00382,restaurantes,FR,15,44.71,3271,0,0,0,6.2,0
tx_002127,cust_00246,suscripciones,FR,4,22.01,1658,10,0,0,25.4,0
tx_002388,cust_00780,restaurantes,ES,0,48.34,1721,1,0,0,17.3,0
tx_002043,cust_00597,suscripciones,US,5,11.64,47,11,0,0,13.3,1
tx_001143,cust_00745,supermercado,IT,4,43.73,83,3,0,1,24.3,0
tx_002382,cust_00359,suscripciones,FR,12,20.77,3462,4,0,0,6.0,0
tx_000707,cust_00007,lujo,ES,21,33.74,2489,2,0,0,7.2,0
tx_002642,cust_00397,supermercado,DE,9,44.65,34,0,0,0,17.4,0
tx_001023,cust_00694,viajes,ES,13,41.72,871,1,0,0,10.0,0
tx_000746,cust_00291,moda,FR,6,6.28,2545,1,1,0,18.7,0
tx_001547,cust_00550,supermercado,ES,17,42.84,1333,0,0,1,0.0,0
tx_002358,cust_00176,supermercado,ES,18,38.78,72,1,0,0,16.5,0
tx_002047,cust_00362,supermercado,ES,11,38.37,232,12,0,0,6.7,0
tx_000514,cust_00653,supermercado,DE,2,3.87,1968,1,0,0,7.9,0
tx_000082,cust_00350,videojuegos,GB,22,20.31,405,1,1,0,16.8,0
tx_002662,cust_00620,videojuegos,ES,1,63.54,1416,0,0,0,17.1,0
tx_001309,cust_00332,moda,ES,5,19.65,9,6,0,0,15.7,0
tx_002496,cust_00165,electronica,GB,20,161.5,1420,2,0,0,25.4,0
tx_000915,cust_00473,supermercado,DE,10,5.33,134,1,0,0,27.2,0
tx_001405,cust_00142,viajes,ES,20,44.74,792,0,0,1,15.5,0
tx_001648,cust_00531,lujo,ES,22,47.64,1638,5,0,0,4.3,0
tx_002761,cust_00107,marketplace,US,3,16.61,1672,0,0,0,22.6,0
tx_001109,cust_00752,bienes_digitales,ES,18,77.96,20,3,0,0,25.7,1
